Symbol,shortName,forwardPE,currentRatio,shortRatio,marketCap,sector,industry
PSTL,"Postal Realty Trust, Inc.",113.0,2.292,1.09,367304032,Real Estate,REIT - Office
PUK,Prudential Public Limited Compa,11.993333,1.484,0.88,23615111168,Financial Services,Insurance - Life
PUMP,ProPetro Holding Corp.,26.000002,1.315,6.86,938837952,Energy,Oil & Gas Equipment & Services
PVH,PVH Corp.,6.211523,1.291,2.97,4378332672,Consumer Cyclical,Apparel Manufacturing
PWR,"Quanta Services, Inc.",26.51181,1.302,2.63,39918612480,Industrials,Engineering & Construction
PX,"P10, Inc.",13.744681,1.535,2.2,1444132992,Financial Services,Asset Management
QBTS,D-Wave Quantum Inc.,-27.884617,1.358,0.4,1932617984,Technology,Computer Hardware
QD,Qudian Inc.,-74.75,9.779,3.04,566317952,Financial Services,Credit Services
QGEN,Qiagen N.V.,17.279476,3.605,2.29,8551670784,Healthcare,Diagnostics & Research
QS,QuantumScape Corporation,-6.1666665,14.214,3.98,2654599680,Consumer Cyclical,Auto Parts
QSR,Restaurant Brands International,11.625,0.965,3.92,28222380032,Consumer Cyclical,Restaurants
QTWO,"Q2 Holdings, Inc.",43.275864,1.401,5.05,5334954496,Technology,Software - Application
QUAD,"Quad Graphics, Inc",4.8699183,0.765,6.24,312192192,Industrials,Specialty Business Services
QXO,"QXO, Inc.",39.09375,258.64,2.59,5121969664,Technology,Software - Application
R,"Ryder System, Inc.",12.128675,0.753,2.45,6941903872,Industrials,Rental & Leasing Services
RAMP,"LiveRamp Holdings, Inc.",16.097937,2.78,2.98,2053706624,Technology,Software - Infrastructure
RBA,"RB Global, Inc.",20.155205,1.288,3.65,19025008640,Industrials,Specialty Business Services
RBC,RBC Bearings Incorporated,33.18866,3.428,5.71,11229037568,Industrials,Tools & Accessories
RBLX,Roblox Corporation,-44.971222,1.018,3.76,41712918528,Communication Services,Electronic Gaming & Multimedia
RBOT,Vicarious Surgical Inc.,-1.6193694,7.437,1.6,84960208,Healthcare,Medical Devices
RBRK,"Rubrik, Inc.",-52.014923,1.156,3.94,12911506432,Technology,Software - Infrastructure
RC,Ready Capital Corporation,6.6534653,8.448,11.6,1099916160,Real Estate,REIT - Mortgage
RCI,"Rogers Communication, Inc.",7.5173335,0.664,5.46,15531759616,Communication Services,Telecom Services
RCL,Royal Caribbean Cruises Ltd.,16.393282,0.174,4.79,63046156288,Consumer Cyclical,Travel Services
RCUS,"Arcus Biosciences, Inc.",-2.3704495,5.242,10.46,1163988352,Healthcare,Biotechnology
RDDT,"Reddit, Inc.",248.3582,12.631,3.54,30102423552,Communication Services,Internet Content & Information
RDN,Radian Group Inc.,8.788618,3.035,8.28,4704393216,Financial Services,Insurance - Specialty
RDW,Redwire Corporation,-74.625,0.966,2.64,1191747456,Industrials,Aerospace & Defense
RDY,Dr. Reddy's Laboratories Ltd,15.344828,1.918,7.51,11122433024,Healthcare,Drug Manufacturers - Specialty & Generic
RELX,RELX PLC PLC,29.692772,0.524,3.02,92817014784,Industrials,Specialty Business Services
RERE,ATRenew Inc.,6.1914897,3.234,0.51,645152832,Consumer Cyclical,Internet Retail
RES,"RPC, Inc.",17.382353,4.029,10.37,1270484480,Energy,Oil & Gas Equipment & Services
REVG,"REV Group, Inc.",14.815166,1.719,4.16,1627186176,Industrials,Farm & Heavy Construction Machinery
REX,REX American Resources Corporat,18.180616,9.929,3.11,724998336,Basic Materials,Chemicals
REXR,"Rexford Industrial Realty, Inc.",30.877865,0.457,3.68,9562016768,Real Estate,REIT - Industrial
REZI,"Resideo Technologies, Inc.",7.6274514,1.772,4.7,2876227328,Industrials,Industrial Distribution
RGA,"Reinsurance Group of America, I",8.248259,3.518,0.68,12503701504,Financial Services,Insurance - Reinsurance
RGR,"Sturm, Ruger & Company, Inc.",15.660079,4.263,4.96,664114368,Industrials,Aerospace & Defense
RH,RH,27.559967,1.426,3.33,6326626304,Consumer Cyclical,Specialty Retail
RHI,Robert Half Inc.,20.477816,1.656,7.24,6131939840,Industrials,Staffing & Employment Services
RHP,"Ryman Hospitality Properties, I",20.089796,1.685,8.38,5896674304,Real Estate,REIT - Hotel & Motel
RIG,Transocean Ltd (Switzerland),24.0,1.474,5.76,2953060096,Energy,Oil & Gas Drilling
RIO,Rio Tinto Plc,9.3152485,1.628,2.45,103449067520,Basic Materials,Other Industrial Metals & Mining
RITM,Rithm Capital Corp.,6.257895,0.74,1.02,6190647808,Real Estate,REIT - Mortgage
RJF,"Raymond James Financial, Inc.",13.60323,2.127,3.87,31052060672,Financial Services,Asset Management
RKT,"Rocket Companies, Inc.",20.075756,6.354,6.08,26331723776,Financial Services,Mortgage Finance
RL,Ralph Lauren Corporation,21.327188,1.755,2.8,17150682112,Consumer Cyclical,Apparel Manufacturing
RLI,RLI Corp.,11.683386,0.9,1.88,6838150656,Financial Services,Insurance - Property & Casualty
RLJ,RLJ Lodging Trust,49.157898,1.294,7.71,1439107200,Real Estate,REIT - Hotel & Motel
RLX,RLX Technology Inc.,20.250002,12.421,2.17,3817019904,Consumer Defensive,Tobacco
RM,Regional Management Corp.,6.0440917,45.131,4.53,343042720,Financial Services,Credit Services
RMAX,"RE/MAX Holdings, Inc.",6.9015145,1.412,3.45,287352160,Real Estate,Real Estate Services
RMD,ResMed Inc.,22.516035,3.329,8.77,34027618304,Healthcare,Medical Instruments & Supplies
RNG,"Ringcentral, Inc.",6.8439717,1.163,4.59,2605303296,Technology,Software - Application
RNGR,"Ranger Energy Services, Inc.",14.888889,1.995,1.48,387511392,Energy,Oil & Gas Equipment & Services
RNR,RenaissanceRe Holdings Ltd.,6.44157,3.043,2.75,11157836800,Financial Services,Insurance - Reinsurance
ROG,Rogers Corporation,24.32578,3.999,4.31,1588595072,Technology,Electronic Components
ROK,"Rockwell Automation, Inc.",25.896492,1.078,4.21,33381410816,Industrials,Specialty Industrial Machinery
ROL,"Rollins, Inc.",45.794643,0.686,3.35,24835899392,Consumer Cyclical,Personal Services
RPM,RPM International Inc.,19.673702,2.226,2.16,15581156352,Basic Materials,Specialty Chemicals
RPT,Rithm Property Trust Inc.,11.666667,1.379,0.69,149593504,Real Estate,REIT - Mortgage
RRC,Range Resources Corporation,12.956228,0.536,4.02,9285608448,Energy,Oil & Gas E&P
RRX,Regal Rexnord Corporation,12.631331,2.263,2.86,8927294464,Industrials,Specialty Industrial Machinery
RS,"Reliance, Inc.",17.33218,3.211,3.45,16171438080,Basic Materials,Steel
RSG,"Republic Services, Inc.",33.901615,0.583,2.3,72097234944,Industrials,Waste Management
RSI,"Rush Street Interactive, Inc.",37.97222,1.713,4.03,3085264384,Consumer Cyclical,Gambling
RSKD,Riskified Ltd.,24.318182,7.131,1.32,877699584,Technology,Software - Application
RTO,Rentokil Initial plc,43.741383,1.039,5.12,12848585728,Industrials,Specialty Business Services
RTX,RTX Corporation,20.178396,0.993,2.44,164237082624,Industrials,Aerospace & Defense
RVLV,"Revolve Group, Inc.",37.644737,2.709,5.85,2024449408,Consumer Cyclical,Internet Retail
RVTY,"Revvity, Inc.",22.062016,3.598,4.48,13854555136,Healthcare,Diagnostics & Research
RWT,"Redwood Trust, Inc.",7.5764704,76.511,4.56,853428800,Real Estate,REIT - Mortgage
RXO,"RXO, Inc.",38.0,1.258,6.51,3273092096,Industrials,Trucking
RYAM,Rayonier Advanced Materials Inc,38.842106,1.729,2.36,486458624,Basic Materials,Chemicals
RYAN,"Ryan Specialty Holdings, Inc.",29.583708,1.053,4.41,17141524480,Financial Services,Insurance - Specialty
RYI,Ryerson Holding Corporation,18.83721,2.082,3.09,773976832,Industrials,Metal Fabrication
RYN,Rayonier Inc. REIT,49.807693,1.124,5.22,3898545920,Real Estate,REIT - Specialty
S,"SentinelOne, Inc.",110.600006,1.631,3.35,7108085760,Technology,Software - Infrastructure
SA,"Seabridge Gold, Inc.",-59.473686,2.283,4.76,1131514240,Basic Materials,Gold
SAFE,Safehold Inc. New,10.325153,40.016,6.68,1202486656,Real Estate,REIT - Diversified
SAH,"Sonic Automotive, Inc.",11.13474,1.094,7.96,2312991744,Consumer Cyclical,Auto & Truck Dealerships
SAM,"Boston Beer Company, Inc. (The)",19.166948,2.032,3.3,2610724864,Consumer Defensive,Beverages - Brewers
SAND,Sandstorm Gold Ltd.,31.473684,1.953,0.33,1779767552,Basic Materials,Gold
SAP,SAP  SE,41.924442,1.122,2.02,334199848960,Technology,Software - Application
SAR,Saratoga Investment Corp New,8.682274,2.893,2.33,372432544,Financial Services,Asset Management
SARO,"StandardAero, Inc.",31.481928,2.108,4.74,8739491840,Industrials,Aerospace & Defense
SB,"Safe Bulkers, Inc",5.3285713,1.913,2.25,392768992,Industrials,Marine Shipping
SBH,"Sally Beauty Holdings, Inc. (Na",5.137931,2.273,6.22,911468736,Consumer Cyclical,Specialty Retail
SBI,Western Asset Intermediate Muni,792.0,1.039,0.49,111531816,Financial Services,Asset Management
SBS,Companhia de saneamento Basico ,14.904347,1.139,7.28,11780167680,Utilities,Utilities - Regulated Water
SBSW,D/B/A Sibanye-Stillwater Limite,12.103449,2.321,2.23,2483823360,Basic Materials,Other Precious Metals & Mining
SCCO,Southern Copper Corporation,19.31601,2.77,5.12,73973178368,Basic Materials,Copper
SCI,Service Corporation Internation,19.92677,0.521,7.08,11379769344,Consumer Cyclical,Personal Services
SCL,Stepan Company,15.417689,1.211,3.03,1411542400,Basic Materials,Specialty Chemicals
SCM,Stellus Capital Investment Corp,10.328859,3.167,1.39,416418016,Financial Services,Asset Management
SCS,Steelcase Inc.,10.798246,1.572,1.73,1399917824,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
SD,"SandRidge Energy, Inc.",5.8937197,2.137,2.61,454008352,Energy,Oil & Gas E&P
SDHC,Smith Douglas Homes Corp.,11.24762,5.689,4.47,1211283200,Real Estate,Real Estate - Development
SDRL,Seadrill Limited,8.021622,2.529,7.37,1918969344,Energy,Oil & Gas Drilling
SE,Sea Limited,60.483418,1.622,5.0,73297264640,Consumer Cyclical,Internet Retail
SEE,Sealed Air Corporation,10.26984,1.293,5.2,4713136128,Consumer Cyclical,Packaging & Containers
SEI,"Solaris Energy Infrastructure, ",18.536081,3.83,2.11,2378649600,Energy,Oil & Gas Equipment & Services
SEM,Select Medical Holdings Corpora,7.823009,1.007,4.38,2280065792,Healthcare,Medical Care Facilities
SEMR,"SEMrush Holdings, Inc.",44.694443,2.41,2.08,2360435200,Technology,Software - Application
SES,SES AI Corporation,-3.1034484,15.236,0.49,324526496,Consumer Cyclical,Auto Parts
SFL,SFL Corporation Ltd,11.365853,0.382,2.5,1248348672,Industrials,Marine Shipping
SG,"Sweetgreen, Inc.",-50.76744,2.591,5.46,2525097984,Consumer Cyclical,Restaurants
SGHC,Super Group (SGHC) Limited,16.808512,1.411,2.83,3961305088,Consumer Cyclical,Gambling
SGI,1866756,575.4545,1.109,3.26,10988879872,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
SGU,Star Group L.P.,14.659091,0.834,2.48,445915584,Energy,Oil & Gas Refining & Marketing
SHAK,"Shake Shack, Inc.",96.21239,2.013,3.12,4623187456,Consumer Cyclical,Restaurants
SHCO,Soho House & Co Inc.,-54.214287,0.811,1.85,1472923008,Consumer Cyclical,Lodging
SHEL,Shell PLC,8.486005,1.346,1.57,203275583488,Energy,Oil & Gas Integrated
SHO,"Sunstone Hotel Investors, Inc. ",39.444443,3.15,5.77,2138786048,Real Estate,REIT - Hotel & Motel
SHOP,Shopify Inc.,62.464863,3.709,2.14,150227992576,Technology,Software - Application
SHW,Sherwin-Williams Company (The),26.96166,0.793,3.09,86612492288,Basic Materials,Specialty Chemicals
SID,Companhia Siderurgica Nacional ,7.6499996,1.337,4.61,2048241536,Basic Materials,Steel
SIG,Signet Jewelers Limited,4.594948,1.554,1.93,2294171392,Consumer Cyclical,Luxury Goods
SII,Sprott Inc.,22.48439,3.305,1.07,1104209408,Financial Services,Asset Management
SITC,SITE Centers Corp.,-19.756756,402.642,5.57,768585088,Real Estate,REIT - Retail
SITE,"SiteOne Landscape Supply, Inc.",34.695873,2.418,6.59,6053174784,Industrials,Industrial Distribution
SJM,The J.M. Smucker Company,10.447294,0.577,4.5,11706824704,Consumer Defensive,Packaged Foods
SKIL,Skillsoft Corp.,-3.3208687,0.885,1.71,228046416,Consumer Defensive,Education & Training Services
SKLZ,Skillz Inc.,-1.900901,5.795,11.63,106904840,Communication Services,Electronic Gaming & Multimedia
SKM,"SK Telecom Co., Ltd.",7.138365,0.815,3.65,8707244032,Communication Services,Telecom Services
SKT,Tanger Inc.,40.693184,1.618,7.55,4037183744,Real Estate,REIT - Retail
SKX,"Skechers U.S.A., Inc.",12.711111,1.972,2.32,9499157504,Consumer Cyclical,Footwear & Accessories
SKY,"Champion Homes, Inc.",24.767326,2.589,4.81,5731036672,Consumer Cyclical,Residential Construction
SKYH,Sky Harbour Group Corporation,-57.0,4.669,14.85,818872576,Industrials,Aerospace & Defense
SLB,Schlumberger N.V.,11.373298,1.45,4.8,56760557568,Energy,Oil & Gas Equipment & Services
SLF,Sun Life Financial Inc.,10.094271,7.331,4.91,31405611008,Financial Services,Insurance - Diversified
SLG,SL Green Realty Corp,-27.88,1.93,7.67,4737030656,Real Estate,REIT - Office
SLGN,Silgan Holdings Inc.,13.140098,1.648,4.66,5809648128,Consumer Cyclical,Packaging & Containers
SLQT,"SelectQuote, Inc.",152.33334,1.915,2.04,786698112,Financial Services,Insurance Brokers
SLVM,Sylvamo Corporation,8.742967,1.559,2.48,2772191744,Basic Materials,Paper & Paper Products
SM,SM Energy Company,4.6231494,0.55,6.99,3931769600,Energy,Oil & Gas E&P
SMG,Scotts Miracle-Gro Company (The,14.259435,1.88,3.84,3474799360,Basic Materials,Agricultural Inputs
SMHI,SEACOR Marine Holdings Inc.,-3.2,1.626,5.86,177084160,Industrials,Marine Shipping
SMP,"Standard Motor Products, Inc.",9.058479,2.25,6.18,672941376,Consumer Cyclical,Auto Parts
SMR,NuScale Power Corporation,-40.51064,2.241,1.76,2301897984,Industrials,Specialty Industrial Machinery
SMRT,"SmartRent, Inc.",-29.0,3.315,7.88,279225056,Technology,Software - Application
SMWB,Similarweb Ltd.,31.733334,0.798,1.11,786528128,Technology,Software - Application
SN,"SharkNinja, Inc.",21.12731,1.729,3.96,14440303616,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
SNA,Snap-On Incorporated,16.693836,4.149,5.74,17597829120,Industrials,Tools & Accessories
SNAP,Snap Inc.,25.219513,3.946,2.24,17540362240,Communication Services,Internet Content & Information
SNDA,"Sonida Senior Living, Inc.",-4.396797,2.338,11.2,471219680,Healthcare,Medical Care Facilities
SNDR,"Schneider National, Inc.",23.72174,1.583,4.92,4779046912,Industrials,Trucking
SNN,"Smith & Nephew SNATS, Inc.",20.255814,2.509,2.03,11392627712,Healthcare,Medical Devices
SNOW,Snowflake Inc.,191.27957,1.883,1.91,58716332032,Technology,Software - Application
SNX,TD SYNNEX Corporation,10.999224,1.238,1.67,11952598016,Technology,Electronics & Computer Distribution
SO,Southern Company (The),20.462963,0.669,3.47,96957120512,Utilities,Utilities - Regulated Electric
SOC,Sable Offshore Corp.,12.386956,3.502,5.08,2538456320,Energy,Oil & Gas Drilling
SOL,Emeren Group Ltd,3.0740738,4.337,3.68,85083296,Technology,Solar
SOLV,Solventum Corporation,13.204339,1.155,4.78,12614715392,Healthcare,Health Information Services
SON,Sonoco Products Company,8.259259,0.787,3.63,4601497088,Consumer Cyclical,Packaging & Containers
SONY,Sony Group Corporation,20.823528,0.682,2.15,153749487616,Technology,Consumer Electronics
SPB,"Spectrum Brands Holdings, Inc.",13.801394,2.396,3.63,2084587136,Consumer Defensive,Household & Personal Products
SPCE,"Virgin Galactic Holdings, Inc.",-0.44820294,4.517,4.49,122432112,Industrials,Aerospace & Defense
SPG,"Simon Property Group, Inc.",27.109144,0.647,3.97,69299585024,Real Estate,REIT - Retail
SPGI,S&P Global Inc.,31.731115,0.854,2.43,164180525056,Financial Services,Financial Data & Stock Exchanges
SPH,"Suburban Propane Partners, L.P.",10.139534,0.698,5.85,1405962624,Utilities,Utilities - Regulated Gas
SPHR,Sphere Entertainment Co.,-7.5922327,0.56,11.49,1679421568,Communication Services,Entertainment
SPIR,"Spire Global, Inc.",-78.14285,2.236,3.97,266034528,Industrials,Specialty Business Services
SPNT,SiriusPoint Ltd.,7.777778,0.645,3.3,1630006016,Financial Services,Insurance - Reinsurance
SPOT,Spotify Technology S.A.,68.16835,1.883,3.42,123810766848,Communication Services,Internet Content & Information
SPR,"Spirit Aerosystems Holdings, In",42.936707,1.146,8.81,3977662464,Industrials,Aerospace & Defense
SPRU,Spruce Power Holding Corporatio,-3.2727273,2.755,9.41,46878552,Technology,Solar
SPXC,"SPX Technologies, Inc.",22.26984,1.854,1.66,6504125952,Industrials,Building Products & Equipment
SQM,Sociedad Quimica y Minera S.A.,9.967336,2.937,7.05,10808050688,Basic Materials,Specialty Chemicals
SQNS,Sequans Communications S.A.,-3.2266667,2.207,0.7,60840980,Technology,Semiconductors
SR,Spire Inc.,16.462719,0.496,4.36,4380019200,Utilities,Utilities - Regulated Gas
SRE,DBA Sempra,16.945526,0.518,1.77,55169048576,Utilities,Utilities - Diversified
SRFM,Surf Air Mobility Inc.,-0.65378153,0.107,1.51,65884152,Industrials,Airlines
SRG,Seritage Growth Properties,1.766055,4.232,31.67,216632944,Real Estate,Real Estate Services
SRI,"Stoneridge, Inc.",6.918032,2.439,0.93,116843776,Consumer Cyclical,Auto Parts
SSD,"Simpson Manufacturing Company, ",19.964539,3.213,3.65,7121516032,Basic Materials,Lumber & Wood Production
SSL,Sasol Ltd.,1.5836177,2.325,5.06,3004970496,Basic Materials,Specialty Chemicals
SST,"System1, Inc.",-0.9385916,1.363,1.83,61249296,Industrials,Specialty Business Services
SSTK,"Shutterstock, Inc.",5.2608695,0.418,2.6,885020160,Communication Services,Internet Content & Information
ST,Sensata Technologies Holding pl,8.776786,2.85,2.96,4410701312,Technology,Scientific & Technical Instruments
STAG,"Stag Industrial, Inc.",40.0,0.884,2.81,6699862016,Real Estate,REIT - Industrial
STC,Stewart Information Services Co,11.908463,1.856,3.25,1914327680,Financial Services,Insurance - Property & Casualty
STE,STERIS plc (Ireland),22.122366,2.13,2.2,21670195200,Healthcare,Medical Devices
STEM,"Stem, Inc.",-0.95677966,1.099,1.84,91874632,Utilities,Utilities - Renewable
STG,Sunlands Technology Group,-14.666667,1.094,2.84,84340872,Consumer Defensive,Education & Training Services
STLA,Stellantis N.V.,4.677852,1.144,3.54,40002084864,Consumer Cyclical,Auto Manufacturers
STM,STMicroelectronics N.V.,19.84892,3.11,2.07,24703617024,Technology,Semiconductors
STN,Stantec Inc,21.683762,1.416,5.62,8722054144,Industrials,Engineering & Construction
STNG,Scorpio Tankers Inc.,4.4333334,2.43,2.12,2058201600,Energy,Oil & Gas Midstream
STR,Sitio Royalties Corp.,47.64286,2.488,2.36,3059829248,Energy,Oil & Gas E&P
STVN,Stevanato Group S.p.A.,34.833332,1.81,9.17,5703589376,Healthcare,Medical Instruments & Supplies
STWD,"STARWOOD PROPERTY TRUST, INC. S",10.101522,8.241,5.63,6902494208,Real Estate,REIT - Mortgage
STZ,"Constellation Brands, Inc.",11.599868,1.104,0.9,31807633408,Consumer Defensive,Beverages - Brewers
SU,Suncor Energy  Inc.,12.496836,1.329,2.49,49184796672,Energy,Oil & Gas Integrated
SUI,"Sun Communities, Inc.",59.18779,1.552,3.1,16716504064,Real Estate,REIT - Residential
SUN,Sunoco LP,9.610282,1.266,4.66,7894876160,Energy,Oil & Gas Refining & Marketing
SUP,Superior Industries Internation,-2.1904764,1.47,2.03,53150424,Consumer Cyclical,Auto Parts
SUZ,Suzano S.A.,6.7972975,1.723,6.16,12487076864,Basic Materials,Paper & Paper Products
SVV,"Savers Value Village, Inc.",16.796295,0.996,10.73,1450374528,Consumer Cyclical,Specialty Retail
SW,Smurfit WestRock plc,14.725762,1.371,4.95,27666802688,Consumer Cyclical,Packaging & Containers
SWI,SolarWinds Corporation,17.121494,0.849,4.38,3143840256,Technology,Software - Infrastructure
SWK,"Stanley Black & Decker, Inc.",16.020037,1.297,3.33,13580710912,Industrials,Tools & Accessories
SWX,"Southwest Gas Holdings, Inc.",21.065752,0.855,4.03,5516372992,Utilities,Utilities - Regulated Gas
SXC,"SunCoke Energy, Inc.",12.266666,2.306,4.82,776037504,Basic Materials,Coking Coal
SXI,Standex International Corporati,19.561855,3.365,4.11,2257664512,Industrials,Specialty Industrial Machinery
SXT,Sensient Technologies Corporati,20.125,3.554,3.16,2934888192,Basic Materials,Specialty Chemicals
SYK,Stryker Corporation,28.291204,1.949,2.52,146060804096,Healthcare,Medical Devices
SYY,Sysco Corporation,14.882113,1.204,3.89,35821420544,Consumer Defensive,Food Distribution
T,AT&T Inc.,11.883929,0.665,2.26,191083167744,Communication Services,Telecom Services
TAC,TransAlta Corporation,35.16129,0.69,4.27,3251709440,Utilities,Utilities - Independent Power Producers
TAK,Takeda Pharmaceutical Company L,26.528305,1.313,1.81,44740325376,Healthcare,Drug Manufacturers - Specialty & Generic
TAL,TAL Education Group,29.489796,2.567,5.23,8731889664,Consumer Defensive,Education & Training Services
TALO,"Talos Energy, Inc.",-14.737153,0.967,6.31,1621448576,Energy,Oil & Gas E&P
TAP,Molson Coors Beverage Company,10.173694,0.935,6.26,12226900992,Consumer Defensive,Beverages - Brewers
TBBB,BBB Foods Inc.,73.76316,0.789,5.0,3201054208,Consumer Defensive,Discount Stores
TBI,"TrueBlue, Inc.",-57.636364,1.73,6.93,188348096,Industrials,Staffing & Employment Services
TBN,Tamboran Resources Corporation,-16.333797,1.769,1.39,396127808,Energy,Oil & Gas E&P
TDC,Teradata Corporation,9.479674,0.805,5.72,2231724032,Technology,Software - Infrastructure
TDG,Transdigm Group Incorporated,29.671804,2.695,4.72,72356421632,Industrials,Aerospace & Defense
TDOC,"Teladoc Health, Inc.",-12.932585,1.727,5.71,1981642240,Healthcare,Health Information Services
TDS,"Telephone and Data Systems, Inc",-223.29411,1.555,5.58,4309940224,Communication Services,Telecom Services
TDW,Tidewater Inc.,7.1574464,2.288,5.64,2640218624,Energy,Oil & Gas Equipment & Services
TDY,Teledyne Technologies Incorpora,22.881176,2.334,1.73,22997291008,Technology,Scientific & Technical Instruments
TECK,Teck Resources Ltd,22.598902,2.877,2.95,20768552960,Basic Materials,Other Industrial Metals & Mining
TEF,Telefonica SA,14.896553,0.85,10.45,24715110400,Communication Services,Telecom Services
TEL,TE Connectivity plc,17.186874,1.681,1.67,46098518016,Technology,Electronic Components
TEO,Telecom Argentina SA,-15.453334,0.401,4.52,3934944256,Communication Services,Telecom Services
TEVA,Teva Pharmaceutical Industries ,6.043321,0.981,1.75,19998607360,Healthcare,Drug Manufacturers - Specialty & Generic
TEX,Terex Corporation,7.9375,2.162,7.91,2867152128,Industrials,Farm & Heavy Construction Machinery
TFII,TFI International Inc.,11.0,1.033,4.78,8026085376,Industrials,Trucking
TFPM,Triple Flag Precious Metals Cor,22.716215,2.789,3.74,3386727424,Basic Materials,Other Precious Metals & Mining
TFX,Teleflex Incorporated,11.502292,2.423,2.28,8157371392,Healthcare,Medical Instruments & Supplies
TG,Tredegar Corporation,7.306306,0.787,2.16,277705856,Industrials,Metal Fabrication
TGI,"Triumph Group, Inc.",30.433735,2.504,9.7,1955323648,Industrials,Aerospace & Defense
TGLS,Tecnoglass Inc.,16.407583,2.211,6.6,3253954560,Basic Materials,Building Materials
TGNA,TEGNA Inc,8.959799,2.605,5.01,2872805120,Communication Services,Broadcasting
TGS,Transportadora de Gas del Sur S,15.233334,2.673,1.01,4713251328,Energy,Oil & Gas Integrated
TGT,Target Corporation,11.8239765,0.943,2.23,56942002176,Consumer Defensive,Discount Stores
THC,Tenet Healthcare Corporation,11.308901,1.782,2.94,12327682048,Healthcare,Medical Care Facilities
THG,Hanover Insurance Group Inc,11.411808,0.377,1.85,5620863488,Financial Services,Insurance - Property & Casualty
THO,"Thor Industries, Inc.",15.323529,1.71,5.43,5268228096,Consumer Cyclical,Recreational Vehicles
THR,"Thermon Group Holdings, Inc.",13.521126,2.555,2.42,970274880,Industrials,Specialty Industrial Machinery
THS,"Treehouse Foods, Inc.",10.059211,1.355,4.9,1535116032,Consumer Defensive,Packaged Foods
TIMB,TIM S.A.,10.219178,0.987,1.66,7228023808,Communication Services,Telecom Services
TISI,"Team, Inc.",-29.327587,1.801,1.72,76293936,Industrials,Specialty Business Services
TIXT,TELUS International (Cda) Inc. ,5.0909085,0.949,6.66,929423040,Technology,Software - Infrastructure
TJX,"TJX Companies, Inc. (The)",26.328262,1.194,2.91,136147017728,Consumer Cyclical,Apparel Retail
TK,Teekay Corporation Ltd.,15.604651,8.607,1.2,564042624,Energy,Oil & Gas Midstream
TKC,Turkcell Iletisim Hizmetleri AS,13.396227,1.82,1.24,6322088448,Communication Services,Telecom Services
TKO,"TKO Group Holdings, Inc.",49.01852,1.171,8.35,12896693248,Communication Services,Entertainment
TKR,Timken Company (The),12.366818,3.068,3.61,5687589888,Industrials,Tools & Accessories
TLK,"PT Telekomunikasi Indonesia, Tb",8.866667,0.698,3.68,16141785088,Communication Services,Telecom Services
TLYS,"Tilly's, Inc.",-14.038463,1.348,9.15,110054440,Consumer Cyclical,Apparel Retail
TM,Toyota Motor Corporation,11.2237015,1.215,2.08,236870467584,Consumer Cyclical,Auto Manufacturers
TME,Tencent Music Entertainment Gro,18.675325,2.261,3.13,22617726976,Communication Services,Internet Content & Information
TMHC,Taylor Morrison Home Corporatio,6.5435953,6.508,2.39,6184653312,Consumer Cyclical,Residential Construction
TMO,Thermo Fisher Scientific Inc,22.671349,1.66,1.9,200910340096,Healthcare,Diagnostics & Research
TNC,Tennant Company,13.657232,1.973,4.76,1634366464,Industrials,Specialty Industrial Machinery
TNET,"TriNet Group, Inc.",12.316667,1.067,7.08,3294080768,Industrials,Staffing & Employment Services
TNK,Teekay Tankers Ltd.,3.585344,5.664,0.93,1378547200,Energy,Oil & Gas Midstream
TNL,Travel   Leisure Co.,8.724683,4.02,2.6,3677634048,Consumer Cyclical,Travel Services
TOL,"Toll Brothers, Inc.",7.625171,4.575,2.36,11144432640,Consumer Cyclical,Residential Construction
TOST,"Toast, Inc.",107.71429,2.435,6.2,21564399616,Technology,Software - Infrastructure
TPB,"Turning Point Brands, Inc.",21.766027,4.207,2.0,1203507840,Consumer Defensive,Tobacco
TPC,Tutor Perini Corporation,12.739884,1.546,1.59,1155663104,Industrials,Engineering & Construction
TPH,"Tri Pointe Homes, Inc.",6.7819386,6.82,5.8,2846587904,Consumer Cyclical,Residential Construction
TPL,Texas Pacific Land Corporation,18.402079,10.811,9.51,30927429632,Energy,Oil & Gas E&P
TPR,"Tapestry, Inc.",17.771008,1.583,4.46,17511399424,Consumer Cyclical,Luxury Goods
TPVG,TriplePoint Venture Growth BDC ,6.3858266,5.398,3.75,324797376,Financial Services,Asset Management
TR,"Tootsie Roll Industries, Inc.",-16.594872,3.588,13.84,2170773504,Consumer Defensive,Confectioners
TRAK,"ReposiTrak, Inc.",51.74359,5.181,34.27,368722912,Technology,Software - Application
TRC,Tejon Ranch Co,145.0,2.844,6.05,427823648,Industrials,Conglomerates
TREX,"Trex Company, Inc.",27.78899,1.404,6.09,6490783744,Industrials,Building Products & Equipment
TRI,Thomson Reuters Corp,43.850746,1.016,4.05,79557984256,Industrials,Specialty Business Services
TRN,"Trinity Industries, Inc.",18.887499,2.038,4.11,2482965760,Industrials,Railroads
TRNO,Terreno Realty Corporation,40.92683,0.701,8.61,6663707136,Real Estate,REIT - Industrial
TROX,Tronox Holdings plc,8.3404255,2.466,6.38,1238233984,Basic Materials,Chemicals
