Symbol,shortName,forwardPE,currentRatio,shortRatio,marketCap,sector,industry,sentiment,confidence
BIGC,"BigCommerce Holdings, Inc. - Se",18.321428,2.343,5.59,410904320,Technology,Software - Application,neutral,0.4241849184036255
BIIB,Biogen Inc.,7.547419,1.44,2.79,18424430592,Healthcare,Drug Manufacturers - General,neutral,0.4241849184036255
BILI,Bilibili Inc.,40.204918,1.362,4.15,10064250880,Communication Services,Internet Content & Information,neutral,0.4241849184036255
BIOA,"BioAge Labs, Inc.",-1.664311,13.683,5.14,168853504,Healthcare,Drug Manufacturers - Specialty & Generic,neutral,0.4241849184036255
BIOX,Bioceres Crop Solutions Corp.,5.78125,1.018,5.44,223146640,Basic Materials,Agricultural Inputs,neutral,0.4241849184036255
BIRD,"Allbirds, Inc.",-1.0858727,3.212,8.21,95767208,Consumer Cyclical,Apparel Retail,neutral,0.4241849184036255
BITF,Bitfarms Ltd.,63.86,2.637,3.57,718781312,Financial Services,Capital Markets,neutral,0.4241849184036255
BIVI,BioVie Inc.,-1.7006804,9.315,5.7,17138550,Healthcare,Biotechnology,neutral,0.4241849184036255
BJDX,"Bluejay Diagnostics, Inc.",-4.9375005,2.713,0.03,2360804,Healthcare,Medical Devices,neutral,0.4241849184036255
BJRI,"BJ's Restaurants, Inc.",26.993334,0.39,3.39,895468800,Consumer Cyclical,Restaurants,neutral,0.4241849184036255
BKNG,Booking Holdings Inc. Common St,27.221014,1.217,2.85,185880936448,Consumer Cyclical,Travel Services,neutral,0.4241849184036255
BKR,Baker Hughes Company,15.562257,1.337,3.16,39625043968,Energy,Oil & Gas Equipment & Services,neutral,0.4241849184036255
BKYI,"BIO-key International, Inc.",-0.56306124,1.324,0.3,5668735,Industrials,Security & Protection Services,neutral,0.4241849184036255
BL,"BlackLine, Inc.",25.21586,1.655,8.34,3567202560,Technology,Software - Application,neutral,0.4241849184036255
BLBD,Blue Bird Corporation,11.856368,1.449,13.17,1380990592,Industrials,Farm & Heavy Construction Machinery,neutral,0.4241849184036255
BLBX,Blackboxstocks Inc.,-17.755814,0.287,0.25,27848434,Technology,Software - Application,neutral,0.4241849184036255
BLDE,"Blade Air Mobility, Inc.",-14.983333,23.073,3.28,364172736,Industrials,Airports & Air Services,neutral,0.4241849184036255
BLDP,"Ballard Power Systems, Inc.",-3.535893,9.003,1.39,593699328,Industrials,Specialty Industrial Machinery,neutral,0.4241849184036255
BLFS,"BioLife Solutions, Inc.",-75.78571,4.73,6.76,1015062912,Healthcare,Medical Instruments & Supplies,neutral,0.4241849184036255
BLIN,"Bridgeline Digital, Inc.",-10.266666,0.865,6.82,18351564,Technology,Software - Infrastructure,neutral,0.4241849184036255
BLKB,"Blackbaud, Inc.",13.927195,0.726,3.29,3155591168,Technology,Software - Application,neutral,0.4241849184036255
BLMN,"Bloomin' Brands, Inc.",5.1526318,0.41,3.61,832751104,Consumer Cyclical,Restaurants,neutral,0.4241849184036255
BLNK,Blink Charging Co.,-2.8525,2.146,4.48,117200104,Industrials,Engineering & Construction,neutral,0.4241849184036255
BLRX,BioLineRx Ltd.,-19.772726,2.275,0.1,16563756,Healthcare,Biotechnology,neutral,0.4241849184036255
BLTE,"Belite Bio, Inc",-64.166664,25.981,4.7,2004759680,Healthcare,Biotechnology,neutral,0.4241849184036255
BLZE,"Backblaze, Inc.",-6.9,1.093,3.97,302880192,Technology,Software - Infrastructure,neutral,0.4241849184036255
BMBL,Bumble Inc.,9.914474,2.828,3.95,1126489984,Communication Services,Internet Content & Information,neutral,0.4241849184036255
BMEA,"Biomea Fusion, Inc.",-0.5436747,2.255,1.58,102925248,Healthcare,Biotechnology,neutral,0.4241849184036255
BMR,Beamr Imaging Ltd.,-15.477273,17.77,0.31,52841512,Technology,Software - Application,neutral,0.4241849184036255
BMRA,"Biomerica, Inc.",9.128462,3.762,1.83,9063160,Healthcare,Medical Devices,neutral,0.4241849184036255
BMRN,BioMarin Pharmaceutical Inc.,19.397993,5.52,2.96,11123007488,Healthcare,Biotechnology,neutral,0.4241849184036255
BNAI,Brand Engagement Network Inc.,-0.58,0.134,0.02,13464280,Technology,Software - Infrastructure,neutral,0.4241849184036255
BNGO,"Bionano Genomics, Inc.",-7.163265,1.701,4.32,11807640,Healthcare,Medical Instruments & Supplies,neutral,0.4241849184036255
BNR,Burning Rock Biotech Limited,-9.790689,3.017,1.09,61139212,Healthcare,Diagnostics & Research,neutral,0.4241849184036255
BNTC,Benitec Biopharma Inc.,-1.2123142,14.804,5.58,299780704,Healthcare,Biotechnology,neutral,0.4241849184036255
BNTX,BioNTech SE,-28.266665,10.183,5.35,26501144576,Healthcare,Biotechnology,neutral,0.4241849184036255
BNZI,"Banzai International, Inc.",-0.26766667,0.09,0.38,9911389,Technology,Software - Application,neutral,0.4241849184036255
BOLD,"Boundless Bio, Inc.",-0.32152587,22.146,0.38,27793246,Healthcare,Biotechnology,neutral,0.4241849184036255
BOLT,"Bolt Biotherapeutics, Inc.",-4.5156255,3.134,2.84,11080145,Healthcare,Biotechnology,neutral,0.4241849184036255
BON,Bon Natural Life Limited,2.5431035,2.42,0.04,8553805,Basic Materials,Specialty Chemicals,neutral,0.4241849184036255
BOOM,DMC Global Inc.,39.052383,2.657,3.46,168044240,Industrials,Conglomerates,neutral,0.4241849184036255
BOXL,Boxlight Corporation,-3.097222,1.022,3.23,5909366,Technology,Consumer Electronics,neutral,0.4241849184036255
BRAG,Bragg Gaming Group Inc.,-472.0,1.096,3.79,118320952,Consumer Cyclical,Gambling,neutral,0.4241849184036255
BRFH,Barfresh Food Group Inc.,-53.833336,1.958,4.63,51421600,Consumer Defensive,Beverages - Non-Alcoholic,neutral,0.4241849184036255
BRKR,Bruker Corporation,13.966789,1.57,4.34,5735485952,Healthcare,Medical Devices,neutral,0.4241849184036255
BRLT,"Brilliant Earth Group, Inc.",31.300001,2.271,1.04,155426736,Consumer Cyclical,Luxury Goods,neutral,0.4241849184036255
BRNS,Barinthus Biotherapeutics plc,-1.0333334,9.175,2.42,75031288,Healthcare,Biotechnology,neutral,0.4241849184036255
BRTX,"BioRestorative Therapies, Inc.",-0.948538,2.237,0.83,12172753,Healthcare,Biotechnology,neutral,0.4241849184036255
BRZE,"Braze, Inc.",115.14,1.917,2.29,3040041472,Technology,Software - Application,neutral,0.4241849184036255
BSET,"Bassett Furniture Industries, I",24.285715,1.935,2.71,162495152,Consumer Cyclical,"Furnishings, Fixtures & Appliances",neutral,0.4241849184036255
BSGM,"BioSig Technologies, Inc.",-7.7763157,2.374,1.37,805917056,Healthcare,Medical Devices,neutral,0.4241849184036255
BSY,"Bentley Systems, Incorporated",48.905342,0.492,3.0,17507602432,Technology,Software - Application,neutral,0.4241849184036255
BTAI,"BioXcel Therapeutics, Inc.",-1.0986145,1.479,1.16,11044418,Healthcare,Biotechnology,neutral,0.4241849184036255
BTCT,BTC Digital Ltd.,-0.39875,27.495,3.06,23979166,Technology,Computer Hardware,neutral,0.4241849184036255
BTM,Bitcoin Depot Inc.,90.66667,1.088,0.96,125769536,Financial Services,Capital Markets,neutral,0.4241849184036255
BTMD,Biote Corp.,7.1034484,1.417,6.13,201989584,Healthcare,Medical Care Facilities,neutral,0.4241849184036255
BTSG,"BrightSpring Health Services, I",24.066265,1.735,5.01,3511684864,Healthcare,Health Information Services,neutral,0.4241849184036255
BVS,Bioventus Inc.,9.689394,1.427,3.79,424356864,Healthcare,Medical Devices,neutral,0.4241849184036255
BWAY,Brainsway Ltd.,120.1,5.025,2.42,227481408,Healthcare,Medical Devices,neutral,0.4241849184036255
BWEN,"Broadwind, Inc.",13.611111,1.511,1.75,55583396,Industrials,Specialty Industrial Machinery,neutral,0.4241849184036255
BWMN,Bowman Consulting Group Ltd.,75.65116,1.255,3.7,560592704,Industrials,Engineering & Construction,neutral,0.4241849184036255
BYND,"Beyond Meat, Inc.",-2.7124183,3.39,14.87,317356320,Consumer Defensive,Packaged Foods,neutral,0.4241849184036255
BYRN,"Byrna Technologies, Inc.",60.54286,3.628,6.74,481093536,Industrials,Aerospace & Defense,neutral,0.4241849184036255
BYSI,"BeyondSpring, Inc.",-4.255319,2.489,14.66,80632600,Healthcare,Biotechnology,neutral,0.4241849184036255
BZ,KANZHUN LIMITED - American Depo,19.814432,3.559,5.18,8899147776,Communication Services,Internet Content & Information,neutral,0.4241849184036255
BZAI,"Blaize Holdings, Inc.",-15.873016,2.434,2.37,508409984,Technology,Software - Application,neutral,0.4241849184036255
BZFD,"BuzzFeed, Inc.",-12.05,0.916,4.53,92845736,Communication Services,Internet Content & Information,neutral,0.4241849184036255
CAAS,"China Automotive Systems, Inc.",6.4531255,1.35,0.7,124604992,Consumer Cyclical,Auto Parts,neutral,0.4241849184036255
CACC,Credit Acceptance Corporation,14.356367,5.65,2.78,5978703360,Financial Services,Credit Services,neutral,0.4241849184036255
CADL,"Candel Therapeutics, Inc.",-7.076923,4.641,7.0,322661376,Healthcare,Biotechnology,neutral,0.4241849184036255
CALC,"CalciMedica, Inc.",-2.1533742,5.656,3.85,49041720,Healthcare,Biotechnology,neutral,0.4241849184036255
CALM,"Cal-Maine Foods, Inc.",32.680126,3.861,6.93,5103034368,Consumer Defensive,Farm Products,neutral,0.4241849184036255
CAMP,CAMP4 THERAPEUTICS CORPORATION,-0.54485047,8.023,2.54,33057152,Healthcare,Biotechnology,neutral,0.4241849184036255
CAN,Canaan Inc.,-6.8716664,1.501,1.38,379613664,Technology,Computer Hardware,neutral,0.4241849184036255
CAR,"Avis Budget Group, Inc.",17.329535,0.661,4.37,6958553600,Industrials,Rental & Leasing Services,neutral,0.4241849184036255
CARG,"CarGurus, Inc.",17.185566,2.666,3.82,3295545600,Consumer Cyclical,Auto & Truck Dealerships,neutral,0.4241849184036255
CARM,"Carisma Therapeutics, Inc.",-0.4274725,1.336,0.03,16255571,Healthcare,Biotechnology,neutral,0.4241849184036255
CASS,"Cass Information Systems, Inc",17.193676,1.108,4.16,581160000,Industrials,Specialty Business Services,neutral,0.4241849184036255
CBAT,"CBAK Energy Technology, Inc.",3.181818,0.816,2.67,94436680,Industrials,Electrical Equipment & Parts,neutral,0.4241849184036255
CBIO,"Crescent Biopharma, Inc.",-3.855638,3.62,0.6,253373248,Healthcare,Biotechnology,neutral,0.4241849184036255
CBRL,Cracker Barrel Old Country Stor,19.829445,0.654,4.15,1514489984,Consumer Cyclical,Restaurants,neutral,0.4241849184036255
CCCC,"C4 Therapeutics, Inc.",-1.2953216,5.697,3.74,157280736,Healthcare,Biotechnology,neutral,0.4241849184036255
CCCS,CCC Intelligent Solutions Holdi,23.914635,1.537,3.56,6462083072,Technology,Software - Application,neutral,0.4241849184036255
CCEC,Capital Clean Energy Carriers C,15.389611,1.83,5.04,1391600000,Industrials,Marine Shipping,neutral,0.4241849184036255
CCEP,Coca-Cola Europacific Partners ,21.572527,0.815,2.23,44800200704,Consumer Defensive,Beverages - Non-Alcoholic,neutral,0.4241849184036255
CCLD,"CareCloud, Inc.",-4.566038,1.688,2.56,102417064,Healthcare,Health Information Services,neutral,0.4241849184036255
CCOI,"Cogent Communications Holdings,",-14.124277,1.491,6.39,2411113728,Communication Services,Telecom Services,neutral,0.4241849184036255
CCSI,"Consensus Cloud Solutions, Inc.",3.6608393,1.247,5.04,409186464,Technology,Software - Infrastructure,neutral,0.4241849184036255
CDIO,Cardio Diagnostics Holdings Inc,-17.72,19.488,0.81,7702485,Healthcare,Biotechnology,neutral,0.4241849184036255
CDNA,"CareDx, Inc.",22.068966,4.107,6.27,712710400,Healthcare,Diagnostics & Research,neutral,0.4241849184036255
CDNS,"Cadence Design Systems, Inc.",46.49197,3.074,1.9,86955679744,Technology,Software - Application,neutral,0.4241849184036255
CDRO,"Codere Online Luxembourg, S.A.",24.857143,1.399,4.3,397074944,Consumer Cyclical,Gambling,neutral,0.4241849184036255
CDTX,"Cidara Therapeutics, Inc.",-7.4801536,3.869,1.41,1292110208,Healthcare,Biotechnology,neutral,0.4241849184036255
CDW,CDW Corporation,17.784584,1.323,2.97,23700666368,Technology,Information Technology Services,neutral,0.4241849184036255
CDXS,"Codexis, Inc.",-4.311594,3.723,8.64,246463280,Healthcare,Biotechnology,neutral,0.4241849184036255
CDZI,"Cadiz, Inc.",-8.939394,2.187,11.72,241535376,Utilities,Utilities - Regulated Water,neutral,0.4241849184036255
CECO,CECO Environmental Corp.,27.382608,1.708,8.66,1110586112,Industrials,Pollution & Treatment Controls,neutral,0.4241849184036255
CEG,Constellation Energy Corporatio,35.302235,1.472,2.04,99025657856,Utilities,Utilities - Renewable,neutral,0.4241849184036255
CELC,Celcuity Inc.,-4.328125,6.61,12.93,524449664,Healthcare,Biotechnology,neutral,0.4241849184036255
CELH,"Celsius Holdings, Inc.",44.306118,3.378,3.23,11200014336,Consumer Defensive,Beverages - Non-Alcoholic,neutral,0.4241849184036255
CELU,Celularity Inc.,-6.754386,0.383,20.11,92204416,Healthcare,Biotechnology,neutral,0.4241849184036255
CELZ,Creative Medical Technology Hol,-1.0620155,27.39,0.74,7070652,Healthcare,Biotechnology,neutral,0.4241849184036255
CENT,Central Garden & Pet Company,16.641394,3.305,11.84,2368432896,Consumer Defensive,Packaged Foods,neutral,0.4241849184036255
CENTA,Central Garden & Pet Company,15.165975,3.305,1.41,2362866176,Consumer Defensive,Packaged Foods,neutral,0.4241849184036255
CENX,Century Aluminum Company,16.40071,1.837,3.55,2157634304,Basic Materials,Aluminum,neutral,0.4241849184036255
CERO,"CERo Therapeutics Holdings, Inc",-2.2297297,0.734,0.01,5184011,Healthcare,Biotechnology,neutral,0.4241849184036255
CERS,Cerus Corporation,-20.42857,2.318,5.28,273358784,Healthcare,Medical Devices,neutral,0.4241849184036255
CERT,"Certara, Inc.",21.12,2.777,4.79,1713191168,Healthcare,Health Information Services,neutral,0.4241849184036255
CETX,Cemtrex Inc.,2.2636364,1.214,0.72,4011489,Technology,Software - Infrastructure,neutral,0.4241849184036255
CEVA,"CEVA, Inc.",42.745453,7.449,6.59,562274560,Technology,Semiconductors,neutral,0.4241849184036255
CFLT,"Confluent, Inc.",74.457146,4.422,3.79,8870563840,Technology,Software - Infrastructure,neutral,0.4241849184036255
CG,The Carlyle Group Inc.,13.455982,1.8,6.46,21527316480,Financial Services,Asset Management,neutral,0.4241849184036255
CGBD,"Carlyle Secured Lending, Inc.",7.9488635,4.074,1.68,1019912960,Financial Services,Asset Management,neutral,0.4241849184036255
CGC,Canopy Growth Corporation,-1.5779221,3.12,1.93,259443824,Healthcare,Drug Manufacturers - Specialty & Generic,neutral,0.4241849184036255
CGEM,"Cullinan Therapeutics, Inc.",-2.3984616,11.619,15.4,460019584,Healthcare,Biotechnology,neutral,0.4241849184036255
CGEN,Compugen Ltd.,-14.089091,5.092,5.71,149134624,Healthcare,Biotechnology,neutral,0.4241849184036255
CGNX,Cognex Corporation,35.46354,3.14,3.42,5714963456,Technology,Scientific & Technical Instruments,neutral,0.4241849184036255
CGON,"CG Oncology, Inc.",-14.657304,30.969,13.64,1988717952,Healthcare,Biotechnology,neutral,0.4241849184036255
CGTX,"Cognition Therapeutics, Inc.",-0.9553247,2.088,1.04,45602052,Healthcare,Biotechnology,neutral,0.4241849184036255
CHA,Chagee Holdings Limited,1.3135425,2.797,1.1,4617795072,Consumer Cyclical,Restaurants,neutral,0.4241849184036255
CHDN,"Churchill Downs, Incorporated",15.043305,0.535,2.64,7725793280,Consumer Cyclical,Gambling,neutral,0.4241849184036255
CHEF,"The Chefs' Warehouse, Inc.",36.22599,2.05,8.47,2608626176,Consumer Defensive,Food Distribution,neutral,0.4241849184036255
CHEK,Check-Cap Ltd.,-0.2964865,19.665,0.67,4493013,Healthcare,Diagnostics & Research,neutral,0.4241849184036255
CHKP,Check Point Software Technologi,22.41348,1.096,5.01,24143527936,Technology,Software - Infrastructure,neutral,0.4241849184036255
CHRD,Chord Energy Corporation,7.70756,0.886,2.84,6240983552,Energy,Oil & Gas E&P,neutral,0.4241849184036255
CHRS,"Coherus Oncology, Inc.",-3.352963,1.216,24.71,104954144,Healthcare,Biotechnology,neutral,0.4241849184036255
CHRW,"C.H. Robinson Worldwide, Inc.",20.607141,1.292,5.93,11646323712,Industrials,Integrated Freight & Logistics,neutral,0.4241849184036255
CHTR,"Charter Communications, Inc.",11.068754,0.363,10.42,54110154752,Communication Services,Telecom Services,neutral,0.4241849184036255
CHW,Calamos Global Dynamic Income F,6.9126215,1.137,0.46,454714528,Financial Services,Asset Management,neutral,0.4241849184036255
CHYM,"Chime Financial, Inc.",-301.45407,3.795,0.28,12239113216,Technology,Software - Application,neutral,0.4241849184036255
CIFR,Cipher Mining Inc.,10.4754095,1.114,1.67,2372050944,Financial Services,Capital Markets,neutral,0.4241849184036255
CIGI,Colliers International Group In,14.613637,1.175,2.85,7134054400,Real Estate,Real Estate Services,neutral,0.4241849184036255
CINF,Cincinnati Financial Corporatio,20.454979,1.087,3.59,23435440128,Financial Services,Insurance - Property & Casualty,neutral,0.4241849184036255
CING,Cingulate Inc.,-0.75648427,1.871,1.76,23478352,Healthcare,Biotechnology,neutral,0.4241849184036255
CISO,"CISO Global, Inc.",-6.1223526,0.246,0.23,34036032,Technology,Software - Infrastructure,neutral,0.4241849184036255
CLAR,Clarus Corporation,13.655356,4.455,12.61,146829280,Consumer Cyclical,Leisure,neutral,0.4241849184036255
CLBT,Cellebrite DI Ltd.,35.5,1.819,1.45,3400473856,Technology,Software - Infrastructure,neutral,0.4241849184036255
CLDX,"Celldex Therapeutics, Inc.",-6.8916407,21.668,6.56,1477934848,Healthcare,Biotechnology,neutral,0.4241849184036255
CLFD,"Clearfield, Inc.",238.83333,6.764,6.93,594594688,Technology,Communication Equipment,neutral,0.4241849184036255
CLGN,CollPlant Biotechnologies Ltd.,-5.564103,4.479,0.6,27593720,Healthcare,Biotechnology,neutral,0.4241849184036255
CLIR,ClearSign Technologies Corporat,56.75,5.632,5.15,29749768,Industrials,Pollution & Treatment Controls,neutral,0.4241849184036255
CLLS,Cellectis S.A.,-2.381579,1.672,4.13,180713472,Healthcare,Biotechnology,neutral,0.4241849184036255
CLMB,"Climb Global Solutions, Inc.",27.64624,1.05,1.53,456784224,Technology,Electronics & Computer Distribution,neutral,0.4241849184036255
CLMT,"Calumet, Inc",-238.42857,1.056,6.58,1445712896,Basic Materials,Specialty Chemicals,neutral,0.4241849184036255
CLNE,Clean Energy Fuels Corp.,-22.668888,2.819,2.94,450847488,Energy,Oil & Gas Refining & Marketing,neutral,0.4241849184036255
CLNN,Clene Inc.,-1.0807365,1.363,1.94,34269192,Consumer Defensive,Packaged Foods,neutral,0.4241849184036255
CLOV,"Clover Health Investments, Corp",-23.0,1.537,4.52,1638712704,Healthcare,Healthcare Plans,neutral,0.4241849184036255
CLPT,ClearPoint Neuro Inc.,-17.983606,3.527,4.31,310067072,Healthcare,Medical Devices,neutral,0.4241849184036255
CLRB,"Cellectar Biosciences, Inc.",-1.8763251,2.474,0.14,15170882,Healthcare,Biotechnology,neutral,0.4241849184036255
CLRO,"ClearOne, Inc.",-8.657143,4.813,0.32,10501192,Technology,Communication Equipment,neutral,0.4241849184036255
CLSD,"Clearside Biomedical, Inc.",-0.7282,3.185,0.98,28293664,Healthcare,Biotechnology,neutral,0.4241849184036255
CLSK,"CleanSpark, Inc.",13.994445,8.668,2.54,3538489856,Financial Services,Capital Markets,neutral,0.4241849184036255
CMBM,Cambium Networks Corporation,-7.5312505,1.097,0.51,34033780,Technology,Communication Equipment,neutral,0.4241849184036255
CMCO,Columbus McKinnon Corporation,4.652568,1.806,1.15,441798272,Industrials,Farm & Heavy Construction Machinery,neutral,0.4241849184036255
CMCSA,Comcast Corporation,8.098173,0.645,2.47,132434345984,Communication Services,Telecom Services,neutral,0.4241849184036255
CMCT,Creative Media,-2.8804977,0.539,0.85,5238481,Real Estate,REIT - Office,neutral,0.4241849184036255
CME,CME Group Inc.,26.42189,1.017,1.85,98736562176,Financial Services,Financial Data & Stock Exchanges,neutral,0.4241849184036255
CMPR,Cimpress PLC,8.3080635,0.653,7.01,1163690880,Industrials,Specialty Business Services,neutral,0.4241849184036255
CMPS,COMPASS Pathways Plc - American,-2.0867963,10.183,2.13,402203456,Healthcare,Medical Care Facilities,neutral,0.4241849184036255
CMPX,"Compass Therapeutics, Inc.",-5.9313726,8.332,7.86,418303072,Healthcare,Biotechnology,neutral,0.4241849184036255
CMTL,Comtech Telecommunications Corp,4.4433966,0.737,3.16,69225936,Technology,Communication Equipment,neutral,0.4241849184036255
CNDT,Conduent Incorporated,-14.289474,1.639,1.99,439368448,Technology,Information Technology Services,neutral,0.4241849184036255
CNFR,"Conifer Holdings, Inc.",-12.43,0.724,2.54,10635146,Financial Services,Insurance - Property & Casualty,neutral,0.4241849184036255
CNTY,"Century Casinos, Inc.",-5.0534,1.425,1.75,77525728,Consumer Cyclical,Resorts & Casinos,neutral,0.4241849184036255
CNXC,Concentrix Corporation,4.770918,1.607,8.06,3701464064,Technology,Information Technology Services,neutral,0.4241849184036255
COCH,"Envoy Medical, Inc.",-1.4732143,1.094,5.05,35188888,Healthcare,Medical Devices,neutral,0.4241849184036255
COCP,"Cocrystal Pharma, Inc.",-0.7658824,4.571,0.18,17220174,Healthcare,Biotechnology,neutral,0.4241849184036255
CODX,"Co-Diagnostics, Inc.",-0.24384615,4.432,0.59,9618176,Healthcare,Medical Devices,neutral,0.4241849184036255
COGT,"Cogent Biosciences, Inc.",-5.4347825,5.128,5.05,1742649984,Healthcare,Biotechnology,neutral,0.4241849184036255
COKE,"Coca-Cola Consolidated, Inc.",2.984009,2.026,1.48,10129825792,Consumer Defensive,Beverages - Non-Alcoholic,neutral,0.4241849184036255
COLL,"Collegium Pharmaceutical, Inc.",4.7297297,1.084,14.88,1012479296,Healthcare,Drug Manufacturers - Specialty & Generic,neutral,0.4241849184036255
COMM,"CommScope Holding Company, Inc.",9.5375,2.19,2.41,1652635136,Technology,Communication Equipment,neutral,0.4241849184036255
COO,"The Cooper Companies, Inc.",17.857843,2.099,1.74,14536516608,Healthcare,Medical Instruments & Supplies,neutral,0.4241849184036255
COOP,Mr. Cooper Group Inc.,12.4224205,1.777,2.34,10706676736,Financial Services,Mortgage Finance,neutral,0.4241849184036255
CORT,Corcept Therapeutics Incorporat,40.084286,3.065,6.15,7438791680,Healthcare,Biotechnology,neutral,0.4241849184036255
CORZ,"Core Scientific, Inc.",42.98387,4.262,2.88,4046722816,Technology,Software - Infrastructure,neutral,0.4241849184036255
COYA,"Coya Therapeutics, Inc.",-4.59264,8.84,4.81,96014880,Healthcare,Biotechnology,neutral,0.4241849184036255
CPB,The Campbell's Company,9.337243,0.781,3.95,9492458496,Consumer Defensive,Packaged Foods,neutral,0.4241849184036255
CPIX,Cumberland Pharmaceuticals Inc.,24.571428,1.249,0.09,51466184,Healthcare,Drug Manufacturers - Specialty & Generic,neutral,0.4241849184036255
CPRT,"Copart, Inc.",26.525862,8.155,3.13,44628930560,Industrials,Specialty Business Services,neutral,0.4241849184036255
CPRX,"Catalyst Pharmaceuticals, Inc.",13.880795,6.142,5.6,2556595968,Healthcare,Biotechnology,neutral,0.4241849184036255
CPSS,"Consumer Portfolio Services, In",3.4144738,2.945,11.47,195816896,Financial Services,Credit Services,neutral,0.4241849184036255
CRAI,"CRA International,Inc.",23.038088,1.028,1.27,1206279168,Industrials,Consulting Services,neutral,0.4241849184036255
CRBP,Corbus Pharmaceuticals Holdings,-1.6793895,11.821,7.43,107683840,Healthcare,Biotechnology,neutral,0.4241849184036255
CRBU,"Caribou Biosciences, Inc.",-1.138191,7.628,3.44,210655424,Healthcare,Biotechnology,neutral,0.4241849184036255
CRCT,"Cricut, Inc.",18.87069,3.283,8.16,1158960640,Technology,Computer Hardware,neutral,0.4241849184036255
CRDF,"Cardiff Oncology, Inc.",-3.8069308,6.223,13.67,255792080,Healthcare,Biotechnology,neutral,0.4241849184036255
CRDL,Cardiol Therapeutics Inc.,-4.6158066,3.261,8.02,118263448,Healthcare,Drug Manufacturers - Specialty & Generic,neutral,0.4241849184036255
CRDO,Credo Technology Group Holding ,120.02598,6.625,1.39,15863153664,Technology,Semiconductors,neutral,0.4241849184036255
CRESY,Cresud S.A.C.I.F. y A.,4.945205,1.253,2.92,678869888,Industrials,Conglomerates,neutral,0.4241849184036255
CREX,"Creative Realities, Inc.",13.160477,1.228,0.68,29071084,Technology,Software - Application,neutral,0.4241849184036255
CRGX,"CARGO Therapeutics, Inc.",-0.9495709,6.301,5.15,205837728,Healthcare,Biotechnology,neutral,0.4241849184036255
CRIS,"Curis, Inc.",-0.425,1.233,1.38,21421250,Healthcare,Biotechnology,neutral,0.4241849184036255
CRMD,CorMedix Inc.,22.5,4.212,6.18,803835392,Healthcare,Biotechnology,neutral,0.4241849184036255
CRNC,Cerence Inc.,-182.79199,1.47,6.84,395361728,Technology,Software - Application,neutral,0.4241849184036255
CRNT,Ceragon Networks Ltd.,5.573171,1.686,1.57,203204368,Technology,Communication Equipment,neutral,0.4241849184036255
CRNX,"Crinetics Pharmaceuticals, Inc.",-8.012954,22.527,16.41,2897525504,Healthcare,Biotechnology,neutral,0.4241849184036255
CRON,Cronos Group Inc. Common Share,-53.875,27.795,2.0,830577920,Healthcare,Drug Manufacturers - Specialty & Generic,neutral,0.4241849184036255
CROX,"Crocs, Inc.",8.084411,1.523,4.59,5961290752,Consumer Cyclical,Footwear & Accessories,neutral,0.4241849184036255
CRSP,CRISPR Therapeutics AG,-13.158135,15.635,7.47,5727381504,Healthcare,Biotechnology,neutral,0.4241849184036255
CRSR,"Corsair Gaming, Inc.",18.078432,1.518,5.07,975669632,Technology,Computer Hardware,neutral,0.4241849184036255
CRTO,Criteo S.A.,5.388889,1.222,2.85,1237143424,Communication Services,Advertising Agencies,neutral,0.4241849184036255
CRUS,"Cirrus Logic, Inc.",15.615616,6.351,4.14,5335033856,Technology,Semiconductors,neutral,0.4241849184036255
CRVO,CervoMed Inc.,-3.2535827,9.784,0.64,71920152,Healthcare,Biotechnology,neutral,0.4241849184036255
CRVS,"Corvus Pharmaceuticals, Inc.",-9.166667,4.903,7.45,339304256,Healthcare,Biotechnology,neutral,0.4241849184036255
CRWD,"CrowdStrike Holdings, Inc.",111.50386,1.849,1.9,118672326656,Technology,Software - Infrastructure,neutral,0.4241849184036255
CRWS,"Crown Crafts, Inc.",3.8335528,3.567,1.15,30788412,Consumer Cyclical,"Furnishings, Fixtures & Appliances",neutral,0.4241849184036255
CRWV,"CoreWeave, Inc.",-1670.3728,0.435,0.64,61482950656,Technology,Software - Infrastructure,neutral,0.4241849184036255
CSBR,"Champions Oncology, Inc.",40.631577,0.991,2.85,106743664,Healthcare,Biotechnology,neutral,0.4241849184036255
CSCO,"Cisco Systems, Inc.",17.502539,0.951,2.3,270309212160,Technology,Communication Equipment,neutral,0.4241849184036255
CSGP,"CoStar Group, Inc.",75.76786,6.01,5.25,35801333760,Real Estate,Real Estate Services,neutral,0.4241849184036255
CSGS,"CSG Systems International, Inc.",13.734066,1.553,8.79,1810766592,Technology,Software - Infrastructure,neutral,0.4241849184036255
CSIQ,Canadian Solar Inc.,4.6615567,1.072,7.78,902242752,Technology,Solar,neutral,0.4241849184036255
CSTE,Caesarstone Ltd.,-4.6625,2.216,2.89,64446568,Industrials,Building Products & Equipment,neutral,0.4241849184036255
CSTL,"Castle Biosciences, Inc.",-8.167488,9.374,3.44,478702720,Healthcare,Diagnostics & Research,neutral,0.4241849184036255
CSX,CSX Corporation,17.199509,0.883,1.6,65589575680,Industrials,Railroads,neutral,0.4241849184036255
CTAS,Cintas Corporation,47.094017,2.089,3.44,88809734144,Industrials,Specialty Business Services,neutral,0.4241849184036255
